sample_id,area,red,green,blue,hue,sat,value,gray,contrast,dissimilarity,homogeneity,energy,correlation,asm,class
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_004.jpg,101011,228.0270762590213,179.1591905832038,100.92707724901248,20.275306649770815,143.4202512597638,228.05848867945076,184.87051905238044,660.0061185179592,7.9290705140310465,0.37131876562247923,0.22828364728446718,0.9517714638216416,0.05211342361749902,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_005.jpg,57152,214.60961996080627,162.98411254199328,94.14923362262039,18.00955347144457,143.24622060470324,214.6105823068309,170.604335806271,712.9298836497245,9.399830420651,0.4152476363286697,0.3143480266480338,0.9472575297058019,0.09881468185751295,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_006.jpg,78736,212.78944828286933,168.7979069294859,105.71801971144076,18.396057711847185,128.63817059540744,212.7900325137167,174.78439341597237,759.7051415567382,9.398499575715494,0.34984318874519765,0.22891034933606672,0.9386274816931806,0.052399948033160094,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_007.jpg,104475,229.9998947116535,186.81689399377842,113.918181383106,19.696252692031585,129.716573342905,230.014615936827,191.44135917683656,686.8674556128086,10.15061503351466,0.33450439866567333,0.2427485996021995,0.953399202127637,0.058926882608828966,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_008.jpg,95398,217.8259816767647,173.12465670139835,89.48574393593157,19.869263506572466,150.9502295645611,217.8319566447934,176.97664521268788,657.6138924668155,9.076087711044098,0.36165877878515096,0.2549593820331541,0.9494057272729002,0.06500428648672783,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_009.jpg,77167,223.09151580338747,182.97968043334586,110.11718739875853,19.416291938263765,130.65762566900358,223.09185273497738,186.68719789547345,1093.5875823665897,11.63112761020882,0.3675438292504208,0.26889188501845857,0.9283287359468682,0.07230284582877995,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_010.jpg,79392,234.24997480854495,193.01278466344215,124.73222742845627,20.31768943974204,119.65191706972995,234.2751788593309,197.5898327287384,1002.4222713776136,10.278372292301873,0.3331714237952879,0.19757968243763077,0.9291296501890631,0.03903773091215502,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_011.jpg,85762,213.48334926890698,173.36468365942957,101.9796413329913,19.123131456822367,133.47076793918052,213.4836874140062,177.23376320514913,599.6623448019218,7.536325653777196,0.4084029438528947,0.2658374972256492,0.9548749713578593,0.07066957493119705,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_012.jpg,59633,232.017959854443,187.85526470242985,119.1438968356447,19.738919725655258,123.96471752217732,232.03895494105612,193.248302114601,993.7119652195829,10.75666309621322,0.35141884035751875,0.23521436141245108,0.9328411878851504,0.05532579581466716,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_013.jpg,67572,220.44916533475404,174.57751731486414,101.65163085301604,19.76682649618185,137.83077310128456,220.46658379210325,180.01244598354347,657.4493928447075,9.022142670612816,0.35883369971230583,0.2547222529401918,0.9517239249759328,0.06488342614292704,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_014.jpg,81451,208.11206737793273,163.03392223545444,88.02508256497772,19.147450614479872,147.84948005549347,208.11419135431117,167.98702287264737,693.7045742066073,12.050468083568276,0.32338928839553444,0.2526213201901159,0.9413738546114905,0.06381753141459706,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_015.jpg,81655,220.11704120996876,177.03704610862778,98.77782132141326,19.81714530647235,140.92197660890332,220.1177760088176,181.01021370399852,621.427672257712,8.396175656748543,0.4010434635695702,0.2936608820519527,0.9572706602738902,0.08623671364753087,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_016.jpg,60126,192.9593353956691,156.28654824867778,91.11119981372451,20.00876492698666,133.92677044872434,192.96635398995443,159.8253999933473,415.3891825277283,7.5356702724907585,0.3276630912218528,0.16782986652941367,0.952272100895777,0.028166864099280806,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_017.jpg,95352,229.7338388287608,181.4000230724054,103.18345708532595,19.69913583354308,140.161852923903,229.7439382498532,186.9624968537629,793.493845385,9.78025602583324,0.3643144327918034,0.2544601169917975,0.9441751792524422,0.06474995113947928,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_018.jpg,64946,231.93166630739384,188.93805623133065,107.71397776614418,20.487266344347614,136.70127490530595,231.93864133279956,192.54375943091185,798.0161882149796,9.343909633786604,0.3501864306818175,0.21200022965688065,0.9412360616930288,0.044944097374570134,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_019.jpg,105826,205.37045716553587,161.02681760625933,93.40905826545462,18.667047795437796,139.18138264698655,205.372677791847,166.59577041558785,407.3993674853268,7.805729671206338,0.3558655382898294,0.23743183957121244,0.9638725602588714,0.05637387844216997,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_020.jpg,58019,216.6638342611903,174.80130646857063,107.72696875161586,19.266671262862165,128.7919129940192,216.67226253468692,179.69177338458093,1055.269749466951,13.528997867803838,0.29462756258136635,0.21248983209533193,0.9144471875410398,0.04515192874390235,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_021.jpg,63870,214.6131673712228,173.45130734304055,102.014059808987,19.466964145921402,134.22351651792704,214.6162830749961,177.63226867073743,717.9064870127531,10.282798658605483,0.3285578879139838,0.21751872325743582,0.9413914392193233,0.04731439496754495,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_022.jpg,58862,224.01610546702457,182.21536814923041,112.57802996840067,19.989517855322617,126.79800210662226,224.02692738948727,186.7951989398933,943.2182386085253,11.093593826555612,0.3589043591251226,0.26547387454699867,0.9361667570522604,0.07047637806699558,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_023.jpg,87902,233.29991354007873,186.07741575845827,120.5096698596164,18.868421651384498,123.64815362562854,233.30725125708176,192.74823098450548,750.4389519823026,9.904433351699408,0.3724974227427431,0.2669666590380892,0.9521188787012766,0.07127119703795937,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_024.jpg,72602,214.0455221619239,162.3152943445084,87.77273353351147,18.616277788490674,151.02853915870085,214.0533731853117,169.30117627613564,697.4596320346318,10.808809523809526,0.29985350026612445,0.2033717498192836,0.9344183072627276,0.04136006862455728,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_025.jpg,70032,200.14990290153074,157.26115204477952,95.2267677633082,18.710746515878455,133.41136908841673,200.15201622115603,163.02281814027873,477.08323285909495,8.700044208664899,0.38173216080369615,0.2851695628716501,0.9604990780559748,0.081321679588408,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_026.jpg,77833,219.3556203666825,175.18478023460486,104.79648735112356,19.565184433338043,133.37174463273934,219.36209576914678,180.394202973032,852.3196312615958,10.970044836116266,0.33482687173508063,0.23355189274221427,0.9350127258469303,0.05454648660347076,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_027.jpg,58671,207.78106730752842,161.9560771079409,84.6850914421094,19.32249322493225,151.57532682245062,207.78902694687324,166.87929300676655,713.1948856878555,12.20218052068191,0.28780673000181123,0.2129829128856824,0.934035103835607,0.04536172118127018,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_028.jpg,90580,210.09911680282625,156.27099801280636,93.48622212408921,17.665080591742107,141.68793331861337,210.10293663060278,165.23393685140206,651.4662746454513,11.260016367026346,0.3088446477063239,0.22456510284945339,0.9401134176875944,0.05042948541778558,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_029.jpg,52153,221.69990221080283,174.27150882978927,98.20840603608613,20.891895001246333,141.88499223438728,221.730887964259,179.80865913753763,853.0783802572123,10.72265670258371,0.34894928648895585,0.23115618120710174,0.936157162236503,0.05343318011025045,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_030.jpg,55676,188.66085925713054,139.59950427473237,84.58632085638337,17.050560385085134,140.7452942021697,188.66191895969538,148.02202026007615,548.5039571484457,11.995907435827993,0.2418419760914807,0.15419392900566403,0.9248879811059129,0.023775767742203763,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_031.jpg,76825,195.7297233973316,149.12736739342662,82.15571753986333,18.60380084607875,148.06201106410674,195.73522941750733,155.4604230393752,538.1197591345172,11.007491324760156,0.2899254994804732,0.20528270861088524,0.9422067076578746,0.04214099045462162,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_032.jpg,54268,220.92907422422053,179.8837804967937,110.27992555465468,20.02439743495246,127.78672514188841,220.94353947077468,184.2446561509545,971.9040435025101,10.616759620747352,0.3643811845396594,0.22816452706912857,0.9288196902124883,0.0520590514126791,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_002_033.jpg,67527,203.8362728982481,161.47754231640678,89.25141054689236,19.91310142609623,143.81659188176582,203.84954166481555,165.9280287884846,746.3836651784336,12.338420135487668,0.3512413066398264,0.2914147234171687,0.9417441119996691,0.08492254102430491,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_001.jpg,75982,227.36148035060936,180.1465610276118,108.8198125871917,19.65602379510937,132.68056908215104,227.38266957963728,186.16260430101866,677.6451510006689,8.915244122035293,0.341186444760418,0.20888483058616555,0.9469667615107371,0.04363287244901108,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_002.jpg,88885,201.9475727063059,153.39331720762783,91.10321201552568,18.864397817404512,140.24664454069867,201.9490465207853,160.8287900095629,479.4988238207254,8.942163816126921,0.326264762261646,0.20355623505322673,0.9524086709287125,0.04143514082904449,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_003.jpg,83436,233.57543506400114,185.33558655736132,112.01003164101826,19.539143774869363,132.40265592789683,233.5888705115298,191.44058919411285,926.4840298174697,9.77480830934171,0.3422465531423514,0.1798129167729883,0.9238108481850398,0.03233268503840962,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_004.jpg,54917,215.98512300380574,172.27659923156764,109.52426388914179,19.45929311506455,126.14782307846386,216.01473132181292,178.2125753409691,663.6464135021096,9.50721449816698,0.34482917746806796,0.22952378793866865,0.947942125606555,0.052681169229714934,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_005.jpg,101950,205.12319764590487,163.63160372731733,94.67963707699853,18.695899950956353,137.30861206473762,205.12358018636587,168.18770966159883,332.5736559524663,5.653862123272964,0.43131589708486934,0.2616119559893132,0.9730724590213992,0.06844081551655433,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_006.jpg,61392,212.0036975501694,166.8435463904092,97.58139497002867,18.832453739900963,137.8770686734428,212.00708561376075,172.4770002606203,629.2062937062938,8.977529463543453,0.3530126778848618,0.23776716064598608,0.9473962335930155,0.05653322268165415,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_007.jpg,55310,206.5444946664256,161.68837461580185,91.58235400470078,19.41054058940517,142.36416561200505,206.557476044115,167.13223648526488,877.0183070534761,14.134602435329107,0.27656065653104683,0.2093257257471208,0.9194949772533939,0.04381725945955883,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_008.jpg,58027,224.64195977734502,177.66643114412255,119.55487962500216,19.21850173195237,119.25901735399039,224.65519499543316,185.10888034880315,728.1869351555307,8.989445431323986,0.3643008101837817,0.2353978491255326,0.9474317369417706,0.05541214737292702,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_009.jpg,111000,209.060981981982,164.99772972972974,89.4488018018018,19.00781081081081,146.80761261261262,209.0632162162162,169.57891891891893,644.9429830601844,9.690951659551027,0.27732384264012755,0.14214762654701835,0.9235144459217428,0.020205947732950598,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_010.jpg,83833,235.37139312681163,195.70216978993952,128.20396502570586,20.149881311655314,116.33477270287356,235.38599358247944,199.88121622749992,1093.0672255095337,11.68170128011757,0.3030779895965037,0.17533740067056572,0.9169934023032887,0.0307432040739105,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_011.jpg,80656,216.20449811545328,165.2629066653442,97.89326274548701,18.776532434040863,140.50002479666733,216.242325431462,172.84369420749852,756.0501868101574,12.745824103739059,0.29387554944954863,0.22379075487132172,0.9359489680267393,0.050082301965876,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_012.jpg,57146,221.84891330976797,175.234539600322,107.90482273474959,19.090032548209848,131.32502712350822,221.8611276379799,181.5197039162846,1013.1372665603632,13.703872868300856,0.28988349646764,0.2123420105928706,0.9200151149602638,0.04508912946262278,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_013.jpg,55968,206.41554102344196,166.585799028016,99.68508790737565,19.984062321326473,132.10382718696397,206.42284877072612,170.87496426529447,452.39548842792937,7.754180742064269,0.35182925814194044,0.20918278399641616,0.9615435157832275,0.0437574371204913,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_014.jpg,44531,215.01722395634502,175.5469448249534,91.28943881790214,21.059935775078035,146.66441355460242,215.02607172531495,177.74990456086772,859.2014521289691,12.048328117858023,0.2931103863049084,0.2020656750792291,0.9262287767174296,0.04083053704522459,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_015.jpg,65754,227.72158347781124,181.31595036043436,109.9488548225203,20.250403017306933,132.32877087325485,227.7575812878304,187.09106670316635,712.9875824312555,9.423167848699762,0.30701251644149397,0.17252922198532256,0.9373916962964414,0.029766332438860708,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_016.jpg,69453,229.44477560364564,182.28757577066506,123.02604639108462,19.842109052164773,118.45059248700561,229.48710638849295,189.65428419218753,730.3101111956705,9.06161212582445,0.3780644326625997,0.255023475955723,0.9516295376467305,0.06503697328853922,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_017.jpg,84784,203.7197820343461,147.64414276278544,73.84820249103605,18.19700651066239,163.36466786186074,203.72361530477448,156.02118324212117,613.78616258079,11.497797274419387,0.2825668135774405,0.19697206780311852,0.9323607683385338,0.03879799549463632,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_018.jpg,71135,218.20106839108738,176.91218106417375,100.73745694805652,20.689829198003796,137.3549729387784,218.21879524847122,180.58760104027553,865.5231226274964,10.903768498652145,0.31851904887958055,0.20490387672850766,0.9267866395498675,0.04198559869837146,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_019.jpg,75329,229.02563421789748,183.48966533473165,118.96718395305925,19.141260337984043,123.49984733635121,229.04800276122077,189.77073902481115,941.2382750478362,11.587112730529661,0.3160687959513446,0.2233770184083949,0.9318218164429338,0.0498972923530244,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_020.jpg,75920,202.29873551106428,155.14047681770285,89.16455479452055,18.78601159114858,143.1800052687039,202.30264752370917,161.75316122233932,581.6999957970834,7.818917328626068,0.35316821718636193,0.19120781708606996,0.9420344922162313,0.03656042931481999,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_021.jpg,65205,200.94583237481788,150.4349052986734,76.31723027375202,18.17293152365616,158.81734529560617,200.94822482938426,157.1145771029829,541.2373698759043,9.105581367993885,0.3372458581768811,0.2211383147637743,0.9459093770973349,0.048902154256562115,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_022.jpg,77841,223.22858133888312,181.92227746303362,112.36225125576496,19.740008478822215,127.44439305764314,223.23634074587943,186.35623900001283,685.3442716428617,8.142112185117401,0.3995040610595266,0.2724325865925223,0.9546108895396946,0.07421951423749215,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_023.jpg,58053,239.4505538042823,198.11920141939262,131.74485384045613,20.876474945308598,114.97547069057585,239.53969648424714,202.93872840335555,1198.8611340738826,11.190687160940321,0.37193060708072895,0.23670408466453913,0.9273813125445267,0.05602882369687731,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_024.jpg,92056,221.95407143477883,177.70564656296168,102.37565177717912,19.956515599200486,138.08972799165724,221.96574910923786,182.36546232727906,870.3076800847452,11.222157485875698,0.28641682221923703,0.17781908192944082,0.9220715779916876,0.03161962589822919,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_025.jpg,68082,237.65300666842924,198.35138509444494,139.71123057489498,19.67755060074616,105.7560735583561,237.69354601803707,203.4287183102729,1266.7590374540796,11.719561767710802,0.3595047327740849,0.2454403004473635,0.9245632127117435,0.06024094108369207,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_026.jpg,40808,216.47395118604194,168.26168888453245,93.13418937463243,19.693001372279944,145.5189423642423,216.48338561066458,174.15658694373653,1272.1954780876497,15.015159362549804,0.25322842008169244,0.16977240728420803,0.8765223753294292,0.028822670275075013,0
samples\Non-Contaminated\Output_Watershed\Test_batch_1_003_027.jpg,119964,227.71911573472042,184.43960688206462,117.40525490980627,19.46228868660598,123.85398119435831,227.74113900836917,189.75255910106364,732.0307146652968,8.215683347564132,0.3999017560613043,0.2737727372955167,0.9513900845593234,0.07495151168628,0
